d: Surgeon doing liver transplant.,OPTION D IS CORRECT.,4,4,True
b: Hormone-sensitive lipase.,OPTION B IS CORRECT.,2,2,True
a: Benzodiazepines.,OPTION A IS CORRECT.,1,1,True
a: Tension.,OPTION A IS CORRECT.,1,1,True
b: Cortisone.,OPTION B IS CORRECT.,2,2,True
d: Factor XIII.,OPTION D IS CORRECT.,4,4,True
b: Increase surface hardness.,OPTION A IS CORRECT.,1,2,False
c: Alpha–1–antitrypsin deficiency.,OPTION C IS CORRECT.,3,3,True
d: Glutamine.,OPTION D IS CORRECT.,4,4,True
b: Cardiac defects.,OPTION B IS CORRECT.,2,2,True
b: Abdominal mass.,OPTION B IS CORRECT.,2,2,True
b: Outer hair cell.,OPTION B IS CORRECT.,2,2,True
a: Glutamine to Asparagine.,OPTION A IS CORRECT.,1,1,True
b: Gunning splints.,OPTION B IS CORRECT.,2,2,True
a: 2% potassium sulfate.,OPTION A IS CORRECT.,1,1,True
c: ANUG.,OPTION B IS CORRECT.,2,3,False
a: Occipital lobe.,OPTION A IS CORRECT.,1,1,True
c: Sublingual duct.,OPTION D IS CORRECT.,4,3,False
a: Histoplasma capsulatum.,OPTION C IS CORRECT.,3,1,False
a: Klippel trenaunay syndrome.,OPTION A IS CORRECT.,1,1,True
c: Median.,OPTION A IS CORRECT.,1,3,False
b: Metastatic bone cancer.,OPTION B IS CORRECT.,2,2,True
a: Apo B-100.,OPTION C IS CORRECT.,3,1,False
c: b- 2 microglobulin.,OPTION C IS CORRECT.,3,3,True
a: Neonatal teeth.,OPTION b IS CORRECT.,2,1,False
d: All.,OPTION D IS CORRECT.,4,4,True
b: Date of expiry of the drug.,OPTION C IS CORRECT.,3,2,False
a: Wait & watch.,OPTION B IS CORRECT.,2,1,False
b: Fluoxetine.,OPTION A IS CORRECT.,1,2,False
c: Lateral geniculate body.,OPTION B IS CORRECT.,2,3,False
a: Long junctional epithelium.,OPTION B IS CORRECT.,2,1,False
"b: Paired ""t"" test.",OPTION B IS CORRECT.,2,2,True
b: Mycobacterium indicus pranii.,OPTION B IS CORRECT.,2,2,True
a: Located adjacent to the edentulous area.,OPTION A IS CORRECT.,1,1,True
d: All of the above.,OPTION D IS CORRECT.,4,4,True
c: Dexamethasone.,OPTION D IS CORRECT.,4,3,False
d: Unequally dilated pupils.,OPTION D IS CORRECT.,4,4,True
b: 2%.,OPTION C IS CORRECT.,3,2,False
b: Ventral part of 2nd pouch..,OPTION A IS CORRECT.,1,2,False
b: Chemical solutions.,OPTION A IS CORRECT.,1,2,False
d: CABG.,OPTION B IS CORRECT.,2,4,False
a: Branches of cervical plexus.,OPTION A IS CORRECT.,1,1,True
c: Both.,OPTION A IS CORRECT.,1,3,False
d: Recurrent urinary caliculi.,OPTION D IS CORRECT.,4,4,True
b: Due to overload of PPF.,OPTION A IS CORRECT.,1,2,False
b: Synovial fluid attracting calcium ions.,OPTION D IS CORRECT.,4,2,False
c: Little finger.,OPTION A IS CORRECT.,1,3,False
b: Is a thermoset material.,OPTION D IS CORRECT.,2,2,True
a: TSH.,OPTION A IS CORRECT.,1,1,True
b: Mesiodistally divergent walls.,OPTION D IS CORRECT.,4,2,False
a: 4 weeks after completion of the hygienic phase.,OPTION A IS CORRECT.,1,1,True
"b: Adrenal medulla, parathyroids, and the islets of langerhans.",OPTION A IS CORRECT.,1,2,False
c: 4 month.,OPTION B IS CORRECT.,2,3,False
b: 90 minutes.,OPTION C IS CORRECT.,3,2,False
c: Thiopentone.,OPTION A IS CORRECT.,1,3,False
d: Nucleic acids.,OPTION D IS CORRECT.,4,4,True
d: Acellular dermal matrix.,OPTION D IS CORRECT.,4,4,True
b: Sickle cell anemia patient.,OPTION C IS CORRECT.,3,2,False
a: Nuclear palisading.,OPTION A IS CORRECT.,1,1,True
a: Neurogenic tumor.,OPTION A IS CORRECT.,1,1,True
a: Anterior ethmoidal aery.,OPTION C IS CORRECT.,3,1,False
c: Blood groups A. B. ABO.,OPTION C IS CORRECT.,3,3,True
c: Retained infantile swallow.,OPTION C IS CORRECT.,3,3,True
b: Rabeprazole.,OPTION B IS CORRECT.,2,2,True
a: Atrial septal Defect (ASD).,OPTION A IS CORRECT.,1,1,True
c: Myofibril.,OPTION C IS CORRECT.,3,3,True
a: CRAO.,OPTION A IS CORRECT.,1,1,True
b: Mesial to the molar.,OPTION B IS CORRECT.,2,2,True
a: Minor scalp abrasions and subgaleal hematomas in new born are more frequent than forceps.,OPTION B IS CORRECT.,3,1,False
b: 1/2 to 1 hour.,OPTION A IS CORRECT.,1,2,False
b: Third nerve.,OPTION A IS CORRECT.,1,2,False
b: Inability of soft palate to stop air to go into nasopharynx.,OPTION D IS CORRECT.,4,2,False
b: >81 dB.,OPTION D IS CORRECT.,4,2,False
a: Infant mortality rate.,OPTION A IS CORRECT.,1,1,True
b: Occlusal trauma.,OPTION B IS CORRECT.,2,2,True
"d: Allows staphylococcus,Streptococcus and candida to grow.",OPTION A IS CORRECT.,1,4,False
a: Mandibular incisal edge..,OPTION A IS CORRECT.,1,1,True
d: FEV 1.,OPTION A IS CORRECT.,1,4,False
c: Dose.,OPTION D IS CORRECT.,4,3,False
b: 50.,OPTION A IS CORRECT.,1,2,False
c: Mean circulatory filling pressure.,OPTION C IS CORRECT.,3,3,True
c: Abdominal circumference.,OPTION C IS CORRECT.,3,3,True
d: 4.62.,OPTION B IS CORRECT.,2,4,False
c: Delta bilirubin.,OPTION A IS CORRECT.,1,3,False
c: Bartter syndrome.,OPTION A IS CORRECT.,1,3,False
d: Show a high fracture strength.,OPTION A IS CORRECT.,1,4,False
b: Normal HbF and normal HbA2.,OPTION B IS CORRECT.,2,2,True
b: Osteoclasts.,OPTION B IS CORRECT.,2,2,True
a: 1.,OPTION B IS CORRECT.,2,1,False
d: All of the above.,OPTION D IS CORRECT.,4,4,True
c: Usually occurs in 1st 2 days of life.,OPTION C IS CORRECT.,4,3,False
c: Change in paial weight of lungs.,OPTION A IS CORRECT.,1,3,False
c: Genital tissues — most of the growth is completed by the age of puberty.,OPTION B IS CORRECT.,1,3,False
a: Binds avidly with Hb.,OPTION B IS CORRECT.,2,1,False
a: Decrease in Vmax.,OPTION A IS CORRECT.,1,1,True
d: Induction should be done with thiopentone sodium and succinylcholine for muscle relaxation.,OPTION A IS CORRECT.,1,4,False
d: Functional vision loss.,OPTION A IS CORRECT.,1,4,False
a: Varicella zoster.,OPTION A IS CORRECT.,1,1,True
c: 30 mg.,OPTION A IS CORRECT.,1,3,False
b: Diarrhoea.,OPTION B IS CORRECT.,2,2,True
c: Hypoglycemia.,OPTION C IS CORRECT.,3,3,True
d: All of the above..,OPTION D IS CORRECT.,4,4,True
a: Raised tongue.,OPTION C IS CORRECT.,3,1,False
"a: Spherical amalgam alloy, high copper.",OPTION C IS CORRECT.,3,1,False
a: Total bihs.,OPTION B IS CORRECT.,2,1,False
"b: All permanent teeth, except third molars.",OPTION C IS CORRECT.,3,2,False
b: File.,OPTION A IS CORRECT.,1,2,False
a: More than 50 degree.,OPTION D IS CORRECT.,4,1,False
a: For determining isolation period of a disease.,OPTION A IS CORRECT.,1,1,True
d: Topical steroid.,OPTION D IS CORRECT.,4,4,True
d: Absence of filiform papillae.,OPTION A IS CORRECT.,1,4,False
d: Opisthorchis viverrini.,OPTION A IS CORRECT.,1,4,False
c: Complete description of injury as seen.,OPTION C IS CORRECT.,3,3,True
"d: Delusion of grandiosity, persecution and reference.",OPTION C IS CORRECT.,3,4,False
c: Coefficient of variation.,OPTION B IS CORRECT.,2,3,False
c: Hyper IgM syndrome.,OPTION C IS CORRECT.,3,3,True
c: LDL/HDL ratio.,OPTION C IS CORRECT.,3,3,True
d: All of the above.,OPTION D IS CORRECT.,4,4,True
a: Polylactic acid.,OPTION A IS CORRECT.,1,1,True
d: All.,OPTION D IS CORRECT.,4,4,True
c: CBCT.,OPTION A IS CORRECT.,1,3,False
d: Frozen specimen.,OPTION C IS CORRECT.,3,4,False
a: Infantile swallow..,OPTION b IS CORRECT.,2,1,False
a: Airway maintenance.,OPTION A IS CORRECT.,1,1,True
c: Class 3.,OPTION B IS CORRECT.,2,3,False
a: Ultrasound of kidney & bladder.,OPTION A IS CORRECT.,1,1,True
d: Zone of dentinal sclerosis.,OPTION A IS CORRECT.,1,4,False
d: # 5-16.,OPTION D IS CORRECT.,4,4,True
a: Hydroxyl ion.,OPTION C IS CORRECT.,3,1,False
d: Sand blasting with aluminium oxide.,OPTION D IS CORRECT.,4,4,True
c: Baby of hypothyroid mother.,OPTION D IS CORRECT.,4,3,False
a: Pulsus bisferiens.,OPTION A IS CORRECT.,1,1,True
c: Skin of the lower lip.,OPTION C IS CORRECT.,3,3,True
d: Alfred stock.,OPTION A IS CORRECT.,1,4,False
a: Thymus.,OPTION C IS CORRECT.,3,1,False
a: Superior oblique.,OPTION A IS CORRECT.,1,1,True
c: Abducent nerve.,OPTION B IS CORRECT.,2,3,False
c: 3.1.,OPTION C IS CORRECT.,3,3,True
c: Positional asphyxia.,OPTION C IS CORRECT.,3,3,True
d: Results in less crowding.,OPTION A IS CORRECT.,1,4,False
d: The perioral musculature becomes hypotonic.,OPTION A IS CORRECT.,1,4,False
b: Syndactyly.,OPTION B IS CORRECT.,2,2,True
d: Shoulder with bevel.,OPTION A IS CORRECT.,1,4,False
a: 100%.,OPTION A IS CORRECT.,1,1,True
b: Fibroblasts.,OPTION B IS CORRECT.,2,2,True
b: Lupus vulgaris.,OPTION B IS CORRECT.,2,2,True
c: SIADH.,OPTION A IS CORRECT.,1,3,False
c: PCV.,OPTION A IS CORRECT.,1,3,False
d: Serum creatinine levels.,OPTION A IS CORRECT.,1,4,False
a: Gingival Hyperplasia.,OPTION A IS CORRECT.,1,1,True
c: The patient probably has a ureterovaginal fistula.,OPTION D IS CORRECT.,4,3,False
c: 0.5 to 1.5 mm.,OPTION B IS CORRECT.,2,3,False
d: Postsynaptic nicotinic receptors.,OPTION D IS CORRECT.,4,4,True
d: Bloom syndrome.,OPTION D IS CORRECT.,4,4,True
b: Should have similar binding sites.,OPTION D IS CORRECT.,4,2,False
b: NewZealand.,OPTION B IS CORRECT.,2,2,True
d: Cryptosporidium hominis.,OPTION D IS CORRECT.,4,4,True
a: DMT-1.,OPTION A IS CORRECT.,1,1,True
c: Legionella.,OPTION C IS CORRECT.,3,3,True
c: Basal bone-transverse relationship.,OPTION B IS CORRECT.,2,3,False
d: Sensorineural hearing loss.,OPTION D IS CORRECT.,4,4,True
c: Slowly taper the drug over next 6 months.,OPTION A IS CORRECT.,1,3,False
c: Coronary care unit and cancer care facility to be established at the district level hospital.,OPTION C IS CORRECT.,3,3,True
c: Sarcomere.,OPTION C IS CORRECT.,3,3,True
d: Transient lateral rectus palsy.,OPTION D IS CORRECT.,4,4,True
b: Fungal infection is the common cause of pneumonia.,OPTION D IS CORRECT.,2,2,True
c: Melanosis.,OPTION C IS CORRECT.,3,3,True
d: Competition with PABA in folic acid synthesis.,OPTION D IS CORRECT.,4,4,True
c: In the thickest part.,OPTION B IS CORRECT.,2,3,False
a: Nasopalatine nerve.,OPTION C IS CORRECT.,3,1,False
d: Sickle cell anaemia.,OPTION B IS CORRECT.,2,4,False
d: Multiple frequency ratio.,OPTION C IS CORRECT.,3,4,False
b: 10% formalin.,OPTION B IS CORRECT.,2,2,True
a: Horizontal fracture of the maxilla.,OPTION A IS CORRECT.,1,1,True
b: Inhalation of mercury vapours.,OPTION B IS CORRECT.,2,2,True
b: cd.,OPTION D IS CORRECT.,4,2,False
a: Decreased GFR.,OPTION D IS CORRECT.,4,1,False
a: Maxillary process with MNP.,OPTION A IS CORRECT.,1,1,True
c: Point mutation.,OPTION C IS CORRECT.,3,3,True
b: O antibodies last longer and hence is not indicative of recent infection.,OPTION C IS CORRECT.,3,2,False
d: Humby knife.,OPTION B IS CORRECT.,2,4,False
a: Polychrome Methylene blue.,OPTION C IS CORRECT.,3,1,False
b: 1 cm below the ischial spine.,OPTION B IS CORRECT.,2,2,True
b: Egg yolk.,OPTION B IS CORRECT.,2,2,True
a: Mandibular central incisor.,OPTION A IS CORRECT.,1,1,True
a: Form an opening for molten metal to enter the mold.,OPTION A IS CORRECT.,1,1,True
b: Rounded triangle.,OPTION C IS CORRECT.,3,2,False
b: With an edentulous space on mesial and distal sides of the abutment.,OPTION B IS CORRECT.,2,2,True
a: Confirmed extra-pulmonary tuberculosis patient with cough of 2 weeks or more.,OPTION D IS CORRECT.,4,1,False
d: Fixclot.,OPTION C IS CORRECT.,3,4,False
a: Mesiobuccal puplhorn of 1st molars..,OPTION A IS CORRECT.,1,1,True
a: Temperature variation.,OPTION C IS CORRECT.,3,1,False
b: # of ramus of mandible.,OPTION A IS CORRECT.,1,2,False
a: Decrease in Vmax.,OPTION A IS CORRECT.,1,1,True
a: tRNA of alanine.,OPTION B IS CORRECT.,2,1,False
a: Obstruction of sub-dermal lymphatics.,OPTION A IS CORRECT.,1,1,True
b: Hypertension is rare.,OPTION B IS CORRECT.,2,2,True
a: Ulcerated infantile hemangioma.,OPTION A IS CORRECT.,1,1,True
d: Polio.,OPTION A IS CORRECT.,1,4,False
d: Estimation of blood level of glycosylated hemoglobin.,OPTION D IS CORRECT.,4,4,True
b: Paget's disease.,OPTION B IS CORRECT.,2,2,True
d: Real Seal E.,OPTION D IS CORRECT.,4,4,True
"b: Maternal death per 100,000 lives.",OPTION B IS CORRECT.,2,2,True
b: propofol.,OPTION A IS CORRECT.,1,2,False
b: Injection of human antiserum.,OPTION B IS CORRECT.,2,2,True
b: Myocardial necrosis caused by acute occlusion of a coronary artery..,OPTION B IS CORRECT.,2,2,True
d: all the above.,OPTION D IS CORRECT.,4,4,True
c: Similar presentation in father.,OPTION B IS CORRECT.,2,3,False
d: Fe+2.,OPTION A IS CORRECT.,1,4,False
d: Capping.,OPTION A IS CORRECT.,1,4,False
a: Mesiolingual and mesiobuccal.,OPTION C IS CORRECT.,3,1,False
b: 2 yr.,OPTION D IS CORRECT.,4,2,False
a: Prasugrel.,OPTION B IS CORRECT.,2,1,False
b: Nerin.,OPTION B IS CORRECT.,2,2,True
a: Materia alba.,OPTION C IS CORRECT.,3,1,False
b: Air bronchogram on chest x–ray.,OPTION B IS CORRECT.,2,2,True
a: Dens invaginatus.,OPTION C IS CORRECT.,3,1,False
c: High calorie low volume.,OPTION A IS CORRECT.,1,3,False
a: Apical constriction.,OPTION C IS CORRECT.,3,1,False
d: All of the above.,OPTION D IS CORRECT.,4,4,True
b: Increase flow.,OPTION D IS CORRECT.,4,2,False
a: Q fever.,OPTION A IS CORRECT.,1,1,True
c: 18.,OPTION D IS CORRECT.,4,3,False
b: Cricothyroid.,OPTION B IS CORRECT.,2,2,True
a: PCR.,OPTION C IS CORRECT.,3,1,False
c: 30%.,OPTION A IS CORRECT.,1,3,False
b: Synovial membrane.,OPTION B IS CORRECT.,2,2,True
a: Radiographs are good showing full length of canals.,OPTION D IS CORRECT.,4,1,False
c: Relieve the occlusion and splint the tooth.,OPTION C IS CORRECT.,3,3,True
a: Resists movement of gutta-percha in apical area.,OPTION A IS CORRECT.,1,1,True
d: IgE.,OPTION D IS CORRECT.,4,4,True
a: Efficacy of the drug.,OPTION A IS CORRECT.,1,1,True
a: Metallic oxide paste.,OPTION B IS CORRECT.,2,1,False
c: Insufficient contact of teeth and improper clasp design.,OPTION C IS CORRECT.,3,3,True
b: Intravenous tissue plasminogen activator.,OPTION D IS CORRECT.,4,2,False
a: Epithelial diaphragm.,OPTION B IS CORRECT.,2,1,False
a: Lower Anterior.,OPTION A IS CORRECT.,1,1,True
b: Phenytoin.,OPTION B IS CORRECT.,2,2,True
b: Vaginal delivery.,OPTION A IS CORRECT.,1,2,False
a: Lip biting by the patient.,OPTION D IS CORRECT.,4,1,False
b: Cleft palate.,OPTION A IS CORRECT.,1,2,False
c: IL-8.,OPTION C IS CORRECT.,3,3,True
a: Yellow colored sputum.,OPTION A IS CORRECT.,1,1,True
d: Encapsulated organisms.,OPTION A IS CORRECT.,1,4,False
d: Stapes.,OPTION A IS CORRECT.,1,4,False
b: Angle of the jaw.,OPTION B IS CORRECT.,2,2,True
b: infeility.,OPTION D IS CORRECT.,4,2,False
b: RV & LV walls come back to normal size.,OPTION B IS CORRECT.,2,2,True
b: Woven bone formation replaced by lamellar bone..,OPTION B IS CORRECT.,2,2,True
d: All of the above.,OPTION D IS CORRECT.,4,4,True
"b: Mylohyoid, anterior belly of digastric, and tensor tympani.",OPTION D IS CORRECT.,4,2,False
c: 24-26 mm Hg.,OPTION D IS CORRECT.,4,3,False
d: 2-3 weeks.,OPTION D IS CORRECT.,4,4,True
b: crater.,OPTION C IS CORRECT.,3,2,False
a: Transseptal.,OPTION A IS CORRECT.,1,1,True
a: Bud stage.,OPTION A IS CORRECT.,1,1,True
d: Colposcopy and biopsy.,OPTION A IS CORRECT.,1,4,False
b: Middle meatus.,OPTION B IS CORRECT.,2,2,True
d: Odorants.,OPTION A IS CORRECT.,1,4,False
a: Chronic gout.,OPTION A IS CORRECT.,1,1,True
c: Wakefulness.,OPTION B IS CORRECT.,2,3,False
b: Acute endocarditis..,OPTION A IS CORRECT.,1,2,False
a: Maxillary.,OPTION A IS CORRECT.,1,1,True
a: Fecal fat estimation.,OPTION A IS CORRECT.,1,1,True
d: Facultative Anaerobic Gram + ve cocci.,OPTION A IS CORRECT.,1,4,False
"a: Simple pocket, compound pocket, complex pocket..",OPTION A IS CORRECT.,1,1,True
d: All of the above.,OPTION D IS CORRECT.,4,4,True
a: Dysgerminoma.,OPTION A IS CORRECT.,1,1,True
a: CMV.,OPTION A IS CORRECT.,1,1,True
c: Pain.,OPTION C IS CORRECT.,3,3,True
b: Ordinal.,OPTION B IS CORRECT.,2,2,True
a: Maxillary nerve..,OPTION B IS CORRECT.,2,1,False
b: ITP.,OPTION A IS CORRECT.,1,2,False
a: Adrenaline 0.5 mL of 1:1000 solution by intramuscular route.,OPTION A IS CORRECT.,1,1,True
a: Slightly dampened with formocresol.,OPTION A IS CORRECT.,1,1,True
d: c-erbB1.,OPTION D IS CORRECT.,4,4,True
c: Microdebrider.,OPTION B IS CORRECT.,2,3,False
a: A.,OPTION A IS CORRECT.,1,1,True
a: CEJ.,OPTION B IS CORRECT.,2,1,False
a: Serotonin.,OPTION B IS CORRECT.,2,1,False
a: Direct action on smooth muscle.,OPTION A IS CORRECT.,1,1,True
"c: International Classification of Diseases, 10th revision.",OPTION C IS CORRECT.,3,3,True
a: Peripheral palisading cellular strand with central loose stellate reticulum.,OPTION D IS CORRECT.,4,1,False
b: Secondary active transpo.,OPTION B IS CORRECT.,2,2,True
d: Alport syndrome.,OPTION A IS CORRECT.,1,4,False
b: -PCR for virus.,OPTION A IS CORRECT.,1,2,False
d: All of the above.,OPTION D IS CORRECT.,4,4,True
b: Long buccal nerve.,OPTION B IS CORRECT.,2,2,True
a: Copper IUCD.,OPTION B IS CORRECT.,2,1,False
b: District level health survey.,OPTION A IS CORRECT.,1,2,False
c: Thiazide diuretic.,OPTION C IS CORRECT.,3,3,True
c: 9.6% HF.,OPTION A IS CORRECT.,1,3,False
a: Simple lipid.,OPTION B IS CORRECT.,2,1,False
a: Chronic atrophic candidiasis.,OPTION B IS CORRECT.,2,1,False
c: Swelling of organelles.,OPTION C IS CORRECT.,3,3,True
c: Pagets disease.,OPTION B IS CORRECT.,2,3,False
d: Periapical-periostitis.,OPTION C IS CORRECT.,3,4,False
d: Should restore the occlusion to the same extent as the permanent bridge.,OPTION B IS CORRECT.,1,4,False
d: Mineralocoicoid.,OPTION C IS CORRECT.,3,4,False
