E: immunoglobulin- igm,OPTION E IS CORRECT.,e,e,True
A: levofloxacin,OPTION B IS CORRECT.,b,a,False
E: theca leutein cysts,OPTION A IS CORRECT.,a,e,False
A: serum antibodies against hemagglutinin,OPTION D IS CORRECT.,d,a,False
A: previous suicide attempt,OPTION A IS CORRECT.,a,a,True
D: chickenpox,OPTION D IS CORRECT.,d,d,True
E: synthetic cathinone intoxication,OPTION B IS CORRECT.,b,e,False
B: benztropine,OPTION B IS CORRECT.,b,b,True
A: acute pancreatitis,OPTION B IS CORRECT.,b,a,False
D: administer calcium gluconate,OPTION D IS CORRECT.,d,d,True
C: bartter's syndrome,OPTION C IS CORRECT.,c,c,True
D: 1 and 2,OPTION E IS CORRECT.,e,d,False
B: non-hodgkin lymphoma,OPTION D IS CORRECT.,d,b,False
D: linear igg staining on immunofluorescence,OPTION D IS CORRECT.,d,d,True
A: positive latex agglutination test,OPTION E IS CORRECT.,e,a,False
A: viral reactivation in dorsal root ganglia,OPTION A IS CORRECT.,a,a,True
B: using mortality rates in the analysis,OPTION B IS CORRECT.,b,b,True
B: silicosis,OPTION C IS CORRECT.,c,b,False
D: takotsubo cardiomyopathy,OPTION D IS CORRECT.,d,d,True
B: undergo upper gi endoscopy,OPTION B IS CORRECT.,b,b,True
D: antigen-antibody complexes,OPTION D IS CORRECT.,d,d,True
C: miosis,OPTION C IS CORRECT.,c,c,True
D: prominent occiput,OPTION E IS CORRECT.,e,d,False
C: olanzapine,OPTION B IS CORRECT.,b,c,False
A: increase in serum acth,OPTION D IS CORRECT.,d,a,False
E: lead-time bias,OPTION B IS CORRECT.,b,e,False
D: needle decompression,OPTION D IS CORRECT.,d,d,True
E: 580 / (580 + 20),OPTION D IS CORRECT.,d,e,False
D: osteoarthritis,OPTION D IS CORRECT.,d,d,True
D: right-sided analgesia,OPTION C IS CORRECT.,c,d,False
D: chlamydia trachomatis infection,OPTION D IS CORRECT.,d,d,True
B: glanzmann’s thrombasthenia,OPTION A IS CORRECT.,a,b,False
"E: non-enveloped with linear, double-stranded dna",OPTION A IS CORRECT.,a,e,False
B: glandular tissue enlargement,OPTION B IS CORRECT.,b,b,True
E: resistance to clotting factor degradation,OPTION C IS CORRECT.,c,e,False
B: fluoxetine,OPTION A IS CORRECT.,a,b,False
D: seek a court order for neoadjuvant chemotherapy,OPTION A IS CORRECT.,d,d,True
C: the mischarged trna with valine will be incorporated in the codons that specificy for lysine,OPTION C IS CORRECT.,c,c,True
B: ketamine,OPTION B IS CORRECT.,b,b,True
E: rotator cuff injury,OPTION E IS CORRECT.,e,e,True
C: erosion of tooth enamel,OPTION C IS CORRECT.,c,c,True
A: citalopram,OPTION D IS CORRECT.,d,a,False
D: maternal diabetes,OPTION A IS CORRECT.,a,d,False
E: effect modification,OPTION E IS CORRECT.,e,e,True
C: ifn-gamma,OPTION C IS CORRECT.,c,c,True
C: conversion of aminolevulinic acid to porphobilinogen,OPTION B IS CORRECT.,b,c,False
C: recall bias,OPTION C IS CORRECT.,c,c,True
A: warfarin,OPTION A IS CORRECT.,a,a,True
C: chronic kidney failure,OPTION C IS CORRECT.,c,c,True
E: prostate cancer,OPTION C IS CORRECT.,c,e,False
D: cortical thinning with tubular atrophy,OPTION D IS CORRECT.,d,d,True
B: calcium oxalate crystals,OPTION B IS CORRECT.,b,b,True
B: ovarian cancer,OPTION B IS CORRECT.,b,b,True
D: inferior thyroid arteries,OPTION C IS CORRECT.,c,d,False
A: benznidazole,OPTION C IS CORRECT.,c,a,False
C: inferior mesenteric artery,OPTION A IS CORRECT.,a,c,False
"B: i, iii, iv",OPTION B IS CORRECT.,b,b,True
D: lod score > 3,OPTION D IS CORRECT.,d,d,True
"A: close observation, pap smear screening at 6 and 12 months, and hpv dna testing at 12 months",OPTION A IS CORRECT.,a,a,True
B: inhibits viral assembly,OPTION D IS CORRECT.,d,b,False
A: squamous cell carcinoma,OPTION A IS CORRECT.,a,a,True
C: initiation of s phase,OPTION C IS CORRECT.,c,c,True
B: hepatitis c virus antibodies,OPTION B IS CORRECT.,b,b,True
E: lack of risk calculation,OPTION C IS CORRECT.,c,e,False
A: acalculous cholecystitis,OPTION A IS CORRECT.,a,a,True
B: factitious disorder,OPTION B IS CORRECT.,b,b,True
D: digital rectal examination,OPTION D IS CORRECT.,d,d,True
E: vasoconstriction of the medullary vessels,OPTION D IS CORRECT.,d,e,False
D: dilation and curettage,OPTION B IS CORRECT.,b,d,False
E: dermis,OPTION C IS CORRECT.,c,e,False
A: dysfunction in a transmembrane regulator,OPTION C IS CORRECT.,c,a,False
D: decreased fev1 and fvc with normal fev1/fvc ratio,OPTION B IS CORRECT.,b,d,False
A: administer zidovudine,OPTION B IS CORRECT.,b,a,False
D: increased gene expression of glut-4,OPTION A IS CORRECT.,a,d,False
A: endometrial sloughing and uterine contractions mediated by prostaglandin,OPTION A IS CORRECT.,a,a,True
C: retrograde migration up peripheral nerve axons,OPTION D IS CORRECT.,d,c,False
C: vitiligo,OPTION B IS CORRECT.,b,c,False
D: fludarabinern,OPTION A IS CORRECT.,a,d,False
D: amphotericin b,OPTION B IS CORRECT.,b,d,False
A: chikungunya,OPTION B IS CORRECT.,b,a,False
E: treating the underlying illness,OPTION B IS CORRECT.,b,e,False
C: coarctation of the aorta,OPTION C IS CORRECT.,c,c,True
A: staphylococcus epidermidis,OPTION C IS CORRECT.,c,a,False
D: antibiotics and drainage,OPTION D IS CORRECT.,d,d,True
B: acid-fast,OPTION B IS CORRECT.,b,b,True
D: secretion of γ-interferon by activated t-lymphocytes,OPTION E IS CORRECT.,e,d,False
B: active hepatitis a infection,OPTION C IS CORRECT.,c,b,False
A: nucleotide excision repair,OPTION A IS CORRECT.,a,a,True
B: dense fibroinflammatory infiltrate,OPTION C IS CORRECT.,c,b,False
B: incidence rates will be higher during shorter time periods than longer periods.,OPTION A IS CORRECT.,a,b,False
A: muscle biopsy,OPTION D IS CORRECT.,d,a,False
E: neuron-specific enolase,OPTION D IS CORRECT.,d,e,False
B: urease-producing organism in the small intestine,OPTION C IS CORRECT.,c,b,False
A: absent barr bodies on buccal smear,OPTION D IS CORRECT.,d,a,False
A: restart rosuvastatin at a lower dose,OPTION A IS CORRECT.,c,a,False
E: larynx,OPTION C IS CORRECT.,c,e,False
D: increase peep,OPTION B IS CORRECT.,b,d,False
A: repeat blood cultures now,OPTION A IS CORRECT.,a,a,True
D: azithromycin and ethambutol,OPTION B IS CORRECT.,b,d,False
C: e2f transcription factors,OPTION D IS CORRECT.,d,c,False
"B: ppv decreases, npv increases",OPTION B IS CORRECT.,b,b,True
A: cognitive behavioral therapy (cbt),OPTION D IS CORRECT.,d,a,False
B: finasteride,OPTION B IS CORRECT.,b,b,True
A: methylphenidate,OPTION B IS CORRECT.,b,a,False
D: imbalance of fluid secretion and resorption by the tunica vaginalis,OPTION A IS CORRECT.,a,d,False
A: surgical debridement,OPTION A IS CORRECT.,a,a,True
C: microcytic red blood cells,OPTION B IS CORRECT.,b,c,False
D: actinic keratosis,OPTION D IS CORRECT.,d,d,True
D: tetrahydrobiopterin,OPTION D IS CORRECT.,d,d,True
E: decreased ala synthesis,OPTION A IS CORRECT.,a,e,False
D: hfe gene,OPTION D IS CORRECT.,d,d,True
C: reassurance,OPTION C IS CORRECT.,c,c,True
C: staphylococcus aureus,OPTION C IS CORRECT.,c,c,True
E: ↓ ↑ ↓,OPTION D IS CORRECT.,d,e,False
C: systematic desensitization,OPTION D IS CORRECT.,d,c,False
A: diffuse alveolar damage,OPTION C IS CORRECT.,c,a,False
E: lower lobe cavitary mass,OPTION C IS CORRECT.,c,e,False
B: primary respiratory acidosis,OPTION D IS CORRECT.,d,b,False
E: 100%,OPTION B IS CORRECT.,b,e,False
E: cochlea,OPTION E IS CORRECT.,e,e,True
"D: gram-negative, oxidase-positive bacilli",OPTION A IS CORRECT.,a,d,False
C: oligoclonal igg bands on electrophoresis,OPTION C IS CORRECT.,c,c,True
B: no tests required,OPTION C IS CORRECT.,c,b,False
C: autoimmune endocrinopathy,OPTION C IS CORRECT.,c,c,True
A: abdominal ct scan,OPTION D IS CORRECT.,d,a,False
A: keratoacanthoma,OPTION A IS CORRECT.,a,a,True
A: adenosine,OPTION A IS CORRECT.,a,a,True
C: interleukin 11,OPTION D IS CORRECT.,d,c,False
D: toxic tubulointerstitial nephritis,OPTION D IS CORRECT.,d,d,True
A: bipap,OPTION A IS CORRECT.,a,a,True
B: intravenous dexamethasone therapy,OPTION B IS CORRECT.,b,b,True
B: cognitive behavioral therapy,OPTION B IS CORRECT.,b,b,True
D: hemidesmosomes,OPTION B IS CORRECT.,b,d,False
A: schizoid personality disorder,OPTION A IS CORRECT.,a,a,True
A: streptococcus pneumoniae,OPTION B IS CORRECT.,b,a,False
B: decrease in transmembrane sodium gradient,OPTION C IS CORRECT.,c,b,False
D: start him on both hydrocortisone and fludrocortisone therapy,OPTION E IS CORRECT.,e,d,False
D: polymerase chain reaction,OPTION D IS CORRECT.,d,d,True
A: doxycycline,OPTION B IS CORRECT.,b,a,False
B: impaired csf flow through the arachnoid granulations,OPTION C IS CORRECT.,c,b,False
D: small blue cells arranged in rosettes around a central neuropil,OPTION D IS CORRECT.,d,d,True
B: there is a 5.2% chance that a is more effective than b is due to chance,OPTION C IS CORRECT.,d,b,False
A: anti-cardiolipin,OPTION D IS CORRECT.,d,a,False
D: acute arterial occlusion,OPTION B IS CORRECT.,b,d,False
A: im epinephrine,OPTION A IS CORRECT.,a,a,True
A: metaplasia,OPTION A IS CORRECT.,a,a,True
B: endometrial carcinoma,OPTION B IS CORRECT.,b,b,True
A: brown-black color in one area of the lesion to red-white in a different area,OPTION A IS CORRECT.,b,a,False
D: fluid restriction,OPTION B IS CORRECT.,b,d,False
E: polyostotic fibrous dysplasia,OPTION B IS CORRECT.,b,e,False
B: 16,OPTION A IS CORRECT.,a,b,False
D: superomedial quadrant of the right buttock,OPTION B IS CORRECT.,b,d,False
D: papillary muscles,OPTION B IS CORRECT.,b,d,False
A: alport syndrome,OPTION A IS CORRECT.,a,a,True
D: vaginal septum,OPTION A IS CORRECT.,a,d,False
A: asthma attack,OPTION A IS CORRECT.,a,a,True
B: lactulose,OPTION B IS CORRECT.,b,b,True
C: ehlers-danlos syndrome,OPTION E IS CORRECT.,e,c,False
C: contact another family member for consent,OPTION D IS CORRECT.,d,c,False
"C: increased glomerular filtration rate, restricted aldosterone release, vascular smooth muscle dilation",OPTION C IS CORRECT.,c,c,True
D: informed consent is not needed in this case,OPTION A IS CORRECT.,d,d,True
B: prevalence,OPTION B IS CORRECT.,b,b,True
D: impaired degradation of β-catenin,OPTION D IS CORRECT.,d,d,True
B: linear aggregations of red blood cells,OPTION C IS CORRECT.,c,b,False
B: oxybutynin,OPTION B IS CORRECT.,b,b,True
A: alpha-adrenergic agonist,OPTION B IS CORRECT.,b,a,False
B: mixed connective tissue disease,OPTION D IS CORRECT.,d,b,False
A: bupropion,OPTION C IS CORRECT.,c,a,False
B: denaturation of lens protein,OPTION E IS CORRECT.,e,b,False
C: somatization disorder,OPTION D IS CORRECT.,d,c,False
B: bipolar ii disorder,OPTION C IS CORRECT.,c,b,False
D: abdominal x-ray,OPTION B IS CORRECT.,b,d,False
A: subcutaneous fondaparinux,OPTION C IS CORRECT.,c,a,False
D: intracellular inclusions of alpha-synuclein,OPTION E IS CORRECT.,e,d,False
C: impaired growth plate mineralization,OPTION B IS CORRECT.,b,c,False
A: ercp,OPTION A IS CORRECT.,a,a,True
C: autosomal dominant polycystic kidney disease,OPTION C IS CORRECT.,c,c,True
B: mri of the hip,OPTION B IS CORRECT.,b,b,True
A: preventable by a live attenuated vaccine,OPTION D IS CORRECT.,d,a,False
B: sympathetic block,OPTION B IS CORRECT.,b,b,True
B: exchange transfusion,OPTION B IS CORRECT.,b,b,True
C: interstitial edema,OPTION C IS CORRECT.,c,c,True
B: sickle cell disease,OPTION B IS CORRECT.,b,b,True
D: inhibition of p-glycoprotein,OPTION A IS CORRECT.,a,d,False
E: intubation and mechanical ventilation,OPTION E IS CORRECT.,e,e,True
B: comprehensive foot exam every year,OPTION B IS CORRECT.,b,b,True
B: hypertrophic cardiomyopathy,OPTION B IS CORRECT.,b,b,True
A: epstein-barr virus,OPTION A IS CORRECT.,a,a,True
C: decrease in systemic vascular resistance,OPTION D IS CORRECT.,d,c,False
A: clonidine,OPTION C IS CORRECT.,c,a,False
A: desensitization,OPTION A IS CORRECT.,a,a,True
E: cognitive training,OPTION C IS CORRECT.,c,e,False
C: external anal sphincter,OPTION A IS CORRECT.,a,c,False
D: needle thoracostomy,OPTION D IS CORRECT.,d,d,True
B: rectouterine pouch,OPTION B IS CORRECT.,b,b,True
A: cerebellar demyelination,OPTION B IS CORRECT.,b,a,False
C: fexofenadine,OPTION A IS CORRECT.,a,c,False
C: reaction formation,OPTION C IS CORRECT.,c,c,True
A: primary hyperparathyroidism,OPTION A IS CORRECT.,a,a,True
D: continue current therapy,OPTION D IS CORRECT.,d,d,True
C: decreased adiposity contributes to hypoestrogenemia in this patient,OPTION C IS CORRECT.,c,c,True
C: incision and drainage with intravenous ampicillin-sulbactam therapy,OPTION E IS CORRECT.,e,c,False
A: factitious disorder,OPTION B IS CORRECT.,b,a,False
A: adverse effect of anesthetic,OPTION E IS CORRECT.,e,a,False
B: bone marrow biopsy,OPTION B IS CORRECT.,b,b,True
D: heliobacter pylori infection,OPTION D IS CORRECT.,d,d,True
"A: hiv, syphilis, and hepatitis b",OPTION C IS CORRECT.,d,a,False
A: schizotypal personality disorder,OPTION A IS CORRECT.,a,a,True
E: heroin,OPTION C IS CORRECT.,c,e,False
B: moderate flexion then hyperpronation,OPTION D IS CORRECT.,d,b,False
D: polymyositis,OPTION D IS CORRECT.,d,d,True
A: anterior horn cell degeneration,OPTION C IS CORRECT.,c,a,False
A: methimazole and propranolol therapy,OPTION C IS CORRECT.,c,a,False
D: tenderness at the insertion of the achilles tendon,OPTION D IS CORRECT.,d,d,True
D: papillary carcinoma of the thyroid,OPTION D IS CORRECT.,d,d,True
A: methadone,OPTION C IS CORRECT.,c,a,False
D: renin,OPTION E IS CORRECT.,e,d,False
A: raynaud's phenomenon,OPTION A IS CORRECT.,a,a,True
D: recommend additional serologic testing for parvovirus b19,OPTION C IS CORRECT.,c,d,False
D: trichomonal vaginitis,OPTION D IS CORRECT.,d,d,True
E: 6th pharyngeal arch,OPTION B IS CORRECT.,b,e,False
E: increased adenylate cyclase activity,OPTION D IS CORRECT.,d,e,False
A: cladribine,OPTION D IS CORRECT.,d,a,False
E: urine antigen test,OPTION B IS CORRECT.,b,e,False
E: pseudomonas keratitis,OPTION C IS CORRECT.,c,e,False
D: valley fever,OPTION C IS CORRECT.,c,d,False
B: exchange transfusion,OPTION B IS CORRECT.,b,b,True
D: polymerase chain reaction for viral genes,OPTION B IS CORRECT.,b,d,False
E: anti-hev igm,OPTION E IS CORRECT.,e,e,True
A: inflammation and edema,OPTION A IS CORRECT.,a,a,True
D: accumulation of fluid in the pericardial space,OPTION D IS CORRECT.,d,d,True
B: hydrochlorothiazide,OPTION E IS CORRECT.,e,b,False
C: it is inhibited by protein kinase a activity,OPTION D IS CORRECT.,a,c,False
C: bupropion,OPTION C IS CORRECT.,c,c,True
A: hematopoietic cell transplantation,OPTION A IS CORRECT.,a,a,True
E: autoantibody-mediated platelet activation,OPTION E IS CORRECT.,e,e,True
"E: integration of foreign dna into host genome
""",OPTION A IS CORRECT.,a,e,False
D: hiv and hcv testing,OPTION D IS CORRECT.,d,d,True
B: pseudomonas,OPTION B IS CORRECT.,b,b,True
C: reassurance and counseling on positioning,OPTION C IS CORRECT.,c,c,True
D: left cord hemisection,OPTION D IS CORRECT.,d,d,True
A: psa,OPTION E IS CORRECT.,e,a,False
B: pericardiocentesis,OPTION B IS CORRECT.,b,b,True
C: chronic obstructive pulmonary disease,OPTION C IS CORRECT.,c,c,True
A: wrap the intestines in a sterile bowel bag,OPTION B IS CORRECT.,b,a,False
D: upregulation of hepcidin,OPTION A IS CORRECT.,a,d,False
C: add fluticasone daily,OPTION D IS CORRECT.,d,c,False
D: struma ovarii,OPTION D IS CORRECT.,d,d,True
B: autosomal dominant,OPTION C IS CORRECT.,c,b,False
E: chronic obstructive bronchitis,OPTION B IS CORRECT.,b,e,False
B: the drug caused uncoupling of the electron transport chain and oxidative phosphorylation.,OPTION D IS CORRECT.,d,b,False
B: rough endoplasmic reticulum,OPTION B IS CORRECT.,b,b,True
C: administer ulipristal acetate,OPTION A IS CORRECT.,a,c,False
B: lamotrigine,OPTION B IS CORRECT.,b,b,True
E: pancreas divisum,OPTION E IS CORRECT.,e,e,True
A: seizures due to hypocalcemia,OPTION D IS CORRECT.,d,a,False
A: mevalonate,OPTION C IS CORRECT.,c,a,False
C: acetylcholine receptor,OPTION B IS CORRECT.,b,c,False
C: release of prostaglandins,OPTION A IS CORRECT.,a,c,False
A: sofosbuvir and ledipasvir therapy,OPTION D IS CORRECT.,d,a,False
C: parietal cells,OPTION C IS CORRECT.,c,c,True
C: adh resistance in the renal collecting ducts,OPTION C IS CORRECT.,c,c,True
C: celiac disease,OPTION C IS CORRECT.,c,c,True
A: inpatient treatment with intravenous ciprofloxacin,OPTION D IS CORRECT.,d,a,False
B: 0.9% saline iv,OPTION B IS CORRECT.,b,b,True
E: enterotoxigenic escherichia coli,OPTION E IS CORRECT.,e,e,True
"E: if the sensitivity of this screening test were decreased, the statistical power would decrease.",OPTION A IS CORRECT.,c,e,False
D: creates pores in the cell membrane,OPTION A IS CORRECT.,a,d,False
A: inadvertent surgical removal of parathyroid glands,OPTION A IS CORRECT.,a,a,True
D: iron supplementation,OPTION C IS CORRECT.,c,d,False
B: protein c concentrate,OPTION B IS CORRECT.,b,b,True
B: long face and large everted ears,OPTION B IS CORRECT.,b,b,True
